Distrito,Concelho,Freguesia,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,Partido,Voto (%),Voto,,,,,,,,,
Braga,Vila Verde,Freiriz,PPD/PSD,"50,94%",270,PS,"26,79%",142,CH,"8,68%",46,CDS-PP,"3,02%",16,B.E.,"2,26%",12,IL,"2,26%",12,L,"0,75%",4,PCP-PEV,"0,57%",3,A,"0,38%",2,MPT,"0,38%",2,PAN,"0,38%",2,R.I.R.,"0,38%",2,E,"0,19%",1,JPP,"0,19%",1,VP,"0,19%",1,MAS,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"1,32%",7,NULOS,"1,32%",7,,,,,,,,,
Braga,Vila Verde,Gême,PPD/PSD,"43,24%",128,PS,"35,81%",106,CH,"7,43%",22,CDS-PP,"2,36%",7,B.E.,"2,03%",6,IL,"1,69%",5,PCP-PEV,"1,69%",5,PAN,"1,35%",4,L,"1,01%",3,E,"0,34%",1,PTP,"0,34%",1,R.I.R.,"0,34%",1,VP,"0,34%",1,A,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,01%",3,NULOS,"1,01%",3,,,,,,,,,
Braga,Vila Verde,Lage,PPD/PSD,"39,95%",650,PS,"34,79%",566,CH,"7,68%",125,IL,"5,35%",87,B.E.,"3,01%",49,CDS-PP,"2,34%",38,PCP-PEV,"1,60%",26,PAN,"1,17%",19,L,"0,86%",14,A,"0,37%",6,MPT,"0,31%",5,R.I.R.,"0,31%",5,PTP,"0,18%",3,VP,"0,12%",2,E,"0,06%",1,JPP,"0,06%",1,MAS,"0,06%",1,EMBRANCO,"0,74%",12,NULOS,"1,04%",17,,,,,,,,,
Braga,Vila Verde,Lanhas,PS,"41,11%",155,PPD/PSD,"38,20%",144,CH,"5,84%",22,B.E.,"3,71%",14,IL,"3,45%",13,CDS-PP,"2,92%",11,PAN,"0,80%",3,PCP-PEV,"0,80%",3,MPT,"0,53%",2,L,"0,27%",1,MAS,"0,27%",1,PTP,"0,27%",1,R.I.R.,"0,27%",1,A,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,06%",4,NULOS,"0,53%",2,,,,,,,,,
Braga,Vila Verde,Loureira,PS,"45,20%",287,PPD/PSD,"29,61%",188,CH,"6,61%",42,B.E.,"4,25%",27,IL,"3,94%",25,PCP-PEV,"1,73%",11,CDS-PP,"1,57%",10,PAN,"1,57%",10,L,"1,26%",8,R.I.R.,"1,26%",8,MPT,"0,16%",1,A,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,89%",12,NULOS,"0,94%",6,,,,,,,,,
Braga,Vila Verde,Marrancos e Arcozelo,PPD/PSD,"55,73%",277,PS,"23,94%",119,CH,"8,45%",42,B.E.,"2,01%",10,IL,"2,01%",10,CDS-PP,"1,61%",8,PAN,"0,80%",4,R.I.R.,"0,80%",4,MPT,"0,40%",2,JPP,"0,20%",1,L,"0,20%",1,PCP-PEV,"0,20%",1,VP,"0,20%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"2,62%",13,NULOS,"0,80%",4,,,,,,,,,
Braga,Vila Verde,Moure,PPD/PSD,"51,40%",386,PS,"29,96%",225,CH,"7,46%",56,IL,"2,80%",21,CDS-PP,"2,13%",16,B.E.,"1,86%",14,PCP-PEV,"1,33%",10,R.I.R.,"0,53%",4,L,"0,40%",3,PAN,"0,40%",3,JPP,"0,27%",2,E,"0,13%",1,MAS,"0,13%",1,A,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,80%",6,NULOS,"0,40%",3,,,,,,,,,
Braga,Vila Verde,Oleiros,PS,"40,59%",261,PPD/PSD,"34,53%",222,CH,"10,42%",67,IL,"2,80%",18,PCP-PEV,"2,80%",18,B.E.,"2,49%",16,CDS-PP,"1,71%",11,L,"0,78%",5,PAN,"0,78%",5,MPT,"0,31%",2,MAS,"0,16%",1,R.I.R.,"0,16%",1,VP,"0,16%",1,A,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"2,18%",14,NULOS,"0,16%",1,,,,,,,,,
Braga,Vila Verde,Oriz (Santa Marinha) e Oriz (São Miguel),PPD/PSD,"48,19%",160,PS,"34,04%",113,CH,"6,33%",21,CDS-PP,"3,61%",12,PAN,"1,81%",6,IL,"1,20%",4,R.I.R.,"0,90%",3,B.E.,"0,60%",2,A,"0,30%",1,L,"0,30%",1,MPT,"0,30%",1,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,PCP-PEV,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,11%",7,NULOS,"0,30%",1,,,,,,,,,
Braga,Vila Verde,Parada de Gatim,PS,"49,48%",192,PPD/PSD,"34,79%",135,CH,"6,70%",26,IL,"1,80%",7,B.E.,"1,29%",5,CDS-PP,"1,29%",5,PCP-PEV,"0,77%",3,R.I.R.,"0,77%",3,JPP,"0,52%",2,L,"0,52%",2,PTP,"0,26%",1,VP,"0,26%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,EMBRANCO,"0,26%",1,NULOS,"1,29%",5,,,,,,,,,
Braga,Vila Verde,Pico,PS,"42,32%",135,PPD/PSD,"40,44%",129,CH,"6,27%",20,IL,"2,19%",7,B.E.,"1,88%",6,CDS-PP,"1,88%",6,PAN,"0,63%",2,JPP,"0,31%",1,L,"0,31%",1,PCP-PEV,"0,31%",1,R.I.R.,"0,31%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"2,19%",7,NULOS,"0,94%",3,,,,,,,,,
Braga,Vila Verde,"Pico de Regalados, Gondiães e Mós",PS,"42,24%",384,PPD/PSD,"38,50%",350,CH,"5,28%",48,IL,"3,08%",28,CDS-PP,"2,97%",27,B.E.,"2,20%",20,PCP-PEV,"1,32%",12,PAN,"0,77%",7,L,"0,55%",5,R.I.R.,"0,44%",4,JPP,"0,33%",3,MPT,"0,33%",3,E,"0,22%",2,A,"0,11%",1,VP,"0,11%",1,MAS,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"0,77%",7,NULOS,"0,77%",7,,,,,,,,,
Braga,Vila Verde,Ponte,PPD/PSD,"51,47%",140,PS,"25,74%",70,CH,"11,03%",30,B.E.,"3,31%",9,CDS-PP,"1,84%",5,IL,"1,84%",5,E,"0,74%",2,PCP-PEV,"0,74%",2,L,"0,37%",1,MAS,"0,37%",1,PAN,"0,37%",1,PTP,"0,37%",1,VP,"0,37%",1,A,"0,00%",0,JPP,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,10%",3,NULOS,"0,37%",1,,,,,,,,,
Braga,Vila Verde,Prado (São Miguel),PPD/PSD,"42,31%",154,PS,"39,84%",145,CH,"7,42%",27,IL,"2,47%",9,CDS-PP,"1,65%",6,B.E.,"1,37%",5,JPP,"0,82%",3,PAN,"0,55%",2,PCP-PEV,"0,55%",2,R.I.R.,"0,55%",2,L,"0,27%",1,A,"0,00%",0,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,10%",4,NULOS,"1,10%",4,,,,,,,,,
Braga,Vila Verde,Ribeira do Neiva,PPD/PSD,"50,21%",971,PS,"24,10%",466,CH,"10,08%",195,CDS-PP,"4,03%",78,IL,"3,10%",60,B.E.,"2,17%",42,PCP-PEV,"0,93%",18,PAN,"0,62%",12,R.I.R.,"0,62%",12,L,"0,57%",11,PTP,"0,26%",5,E,"0,10%",2,MAS,"0,10%",2,JPP,"0,05%",1,A,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,71%",33,NULOS,"1,34%",26,,,,,,,,,
Braga,Vila Verde,Sabariz,PPD/PSD,"43,86%",125,PS,"27,72%",79,CH,"7,37%",21,B.E.,"4,91%",14,IL,"3,86%",11,CDS-PP,"3,16%",9,PAN,"1,75%",5,L,"1,05%",3,MPT,"0,70%",2,PCP-PEV,"0,70%",2,R.I.R.,"0,70%",2,VP,"0,35%",1,A,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,MAS,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"3,86%",11,NULOS,"0,00%",0,,,,,,,,,
Braga,Vila Verde,"Sande, Vilarinho, Barros e Gomide",PPD/PSD,"40,26%",314,PS,"39,49%",308,CH,"6,67%",52,CDS-PP,"4,36%",34,IL,"2,44%",19,B.E.,"1,28%",10,PCP-PEV,"1,03%",8,PTP,"0,51%",4,R.I.R.,"0,51%",4,MPT,"0,38%",3,PAN,"0,38%",3,L,"0,26%",2,VP,"0,26%",2,JPP,"0,13%",1,MAS,"0,13%",1,A,"0,00%",0,E,"0,00%",0,EMBRANCO,"0,90%",7,NULOS,"1,03%",8,,,,,,,,,
Braga,Vila Verde,Soutelo,PS,"44,17%",583,PPD/PSD,"32,42%",428,CH,"7,20%",95,IL,"4,17%",55,B.E.,"4,09%",54,PCP-PEV,"2,05%",27,PAN,"1,44%",19,CDS-PP,"1,36%",18,L,"0,61%",8,R.I.R.,"0,45%",6,A,"0,08%",1,JPP,"0,08%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,29%",17,NULOS,"0,61%",8,,,,,,,,,
Braga,Vila Verde,Turiz,PPD/PSD,"38,00%",380,PS,"35,50%",355,CH,"11,30%",113,IL,"3,30%",33,B.E.,"2,80%",28,PCP-PEV,"1,40%",14,PAN,"1,30%",13,CDS-PP,"1,00%",10,L,"1,00%",10,A,"0,40%",4,MPT,"0,30%",3,E,"0,20%",2,R.I.R.,"0,20%",2,JPP,"0,10%",1,MAS,"0,10%",1,VP,"0,10%",1,PTP,"0,00%",0,EMBRANCO,"1,00%",10,NULOS,"2,00%",20,,,,,,,,,
Braga,Vila Verde,Vade,PPD/PSD,"53,01%",528,PS,"31,53%",314,CH,"4,72%",47,CDS-PP,"2,21%",22,IL,"2,11%",21,B.E.,"1,81%",18,PAN,"0,50%",5,MPT,"0,40%",4,PCP-PEV,"0,40%",4,JPP,"0,20%",2,VP,"0,20%",2,L,"0,10%",1,MAS,"0,10%",1,A,"0,00%",0,E,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,41%",14,NULOS,"1,31%",13,,,,,,,,,
Braga,Vila Verde,"Valbom (São Pedro), Passô e Valbom (São Martinho)",PPD/PSD,"45,31%",145,PS,"35,63%",114,CH,"7,19%",23,CDS-PP,"4,06%",13,IL,"1,56%",5,PCP-PEV,"1,56%",5,PAN,"0,63%",2,R.I.R.,"0,63%",2,B.E.,"0,31%",1,PTP,"0,31%",1,A,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,25%",4,NULOS,"1,56%",5,,,,,,,,,
Braga,Vila Verde,Valdreu,PS,"46,46%",118,PPD/PSD,"40,55%",103,CH,"6,69%",17,CDS-PP,"2,76%",7,IL,"0,79%",2,PAN,"0,79%",2,PCP-PEV,"0,39%",1,A,"0,00%",0,B.E.,"0,00%",0,E,"0,00%",0,JPP,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PTP,"0,00%",0,R.I.R.,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,18%",3,NULOS,"0,39%",1,,,,,,,,,
Braga,Vila Verde,Vila de Prado,PS,"37,72%",929,PPD/PSD,"35,20%",867,CH,"8,69%",214,IL,"4,43%",109,B.E.,"3,53%",87,PCP-PEV,"2,72%",67,CDS-PP,"1,46%",36,L,"1,30%",32,PAN,"1,26%",31,R.I.R.,"0,37%",9,E,"0,28%",7,JPP,"0,12%",3,A,"0,08%",2,MAS,"0,08%",2,MPT,"0,08%",2,VP,"0,08%",2,PTP,"0,00%",0,EMBRANCO,"1,71%",42,NULOS,"0,89%",22,,,,,,,,,
Braga,Vila Verde,Vila Verde e Barbudo,PS,"40,10%","1,505",PPD/PSD,"36,08%","1,354",CH,"7,70%",289,IL,"4,64%",174,B.E.,"3,25%",122,CDS-PP,"1,71%",64,PCP-PEV,"1,68%",63,PAN,"1,44%",54,L,"0,80%",30,R.I.R.,"0,35%",13,MPT,"0,08%",3,A,"0,05%",2,E,"0,05%",2,JPP,"0,05%",2,MAS,"0,03%",1,PTP,"0,03%",1,VP,"0,00%",0,EMBRANCO,"1,23%",46,NULOS,"0,75%",28,,,,,,,,,
Braga,Vizela,Caldas de Vizela (São Miguel e São João),PS,"53,52%","3,487",PPD/PSD,"24,94%","1,625",IL,"5,08%",331,B.E.,"4,42%",288,CH,"3,48%",227,PCP-PEV,"2,32%",151,PAN,"1,18%",77,CDS-PP,"0,95%",62,L,"0,80%",52,R.I.R.,"0,40%",26,E,"0,18%",12,VP,"0,09%",6,JPP,"0,08%",5,PTP,"0,08%",5,MAS,"0,06%",4,MPT,"0,06%",4,A,"0,00%",0,EMBRANCO,"1,38%",90,NULOS,"0,97%",63,,,,,,,,,
Braga,Vizela,Infias,PS,"50,58%",567,PPD/PSD,"27,21%",305,IL,"4,91%",55,CH,"4,82%",54,B.E.,"3,21%",36,PCP-PEV,"2,14%",24,CDS-PP,"1,69%",19,PAN,"0,98%",11,R.I.R.,"0,89%",10,L,"0,54%",6,JPP,"0,27%",3,PTP,"0,18%",2,MAS,"0,09%",1,MPT,"0,09%",1,A,"0,00%",0,E,"0,00%",0,VP,"0,00%",0,EMBRANCO,"1,43%",16,NULOS,"0,98%",11,,,,,,,,,
Braga,Vizela,Santa Eulália,PS,"58,03%","1,731",PPD/PSD,"20,65%",616,IL,"4,83%",144,B.E.,"4,69%",140,CH,"4,36%",130,PCP-PEV,"1,48%",44,CDS-PP,"1,21%",36,L,"0,94%",28,PAN,"0,84%",25,R.I.R.,"0,30%",9,E,"0,17%",5,VP,"0,13%",4,JPP,"0,07%",2,MAS,"0,07%",2,MPT,"0,03%",1,PTP,"0,03%",1,A,"0,00%",0,EMBRANCO,"1,14%",34,NULOS,"1,04%",31,,,,,,,,,
Braga,Vizela,Tagilde e Vizela (São Paio),PS,"56,38%","1,065",PPD/PSD,"22,71%",429,CH,"5,82%",110,IL,"4,02%",76,B.E.,"3,12%",59,CDS-PP,"1,96%",37,PCP-PEV,"1,91%",36,L,"0,58%",11,R.I.R.,"0,58%",11,PAN,"0,42%",8,JPP,"0,16%",3,MAS,"0,16%",3,E,"0,11%",2,PTP,"0,11%",2,A,"0,00%",0,MPT,"0,00%",0,VP,"0,00%",0,EMBRANCO,"0,90%",17,NULOS,"1,06%",20,,,,,,,,,
Braga,Vizela,Vizela (Santo Adrião),PS,"57,80%",808,PPD/PSD,"24,03%",336,B.E.,"4,15%",58,IL,"3,43%",48,CH,"3,22%",45,PCP-PEV,"1,72%",24,CDS-PP,"1,00%",14,PAN,"1,00%",14,L,"0,79%",11,R.I.R.,"0,57%",8,JPP,"0,14%",2,MPT,"0,14%",2,E,"0,07%",1,MAS,"0,07%",1,VP,"0,07%",1,A,"0,00%",0,PTP,"0,00%",0,EMBRANCO,"0,86%",12,NULOS,"0,93%",13,,,,,,,,,
Bragança,Alfândega da Fé,"Agrobom, Saldonha e Vale Pereiro",PS,"51,49%",104,PPD/PSD,"29,21%",59,CH,"9,41%",19,CDS-PP,"3,47%",7,B.E.,"1,49%",3,PCP-PEV,"1,49%",3,IL,"0,99%",2,MAS,"0,50%",1,E,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,50%",1,NULOS,"1,49%",3,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Alfândega da Fé,PS,"46,86%",514,PPD/PSD,"34,64%",380,CH,"7,57%",83,B.E.,"2,46%",27,CDS-PP,"2,19%",24,IL,"1,46%",16,PCP-PEV,"1,28%",14,PAN,"0,55%",6,L,"0,18%",2,R.I.R.,"0,09%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,46%",16,NULOS,"1,28%",14,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Cerejais,PS,"57,14%",60,PPD/PSD,"31,43%",33,CDS-PP,"5,71%",6,B.E.,"0,95%",1,CH,"0,95%",1,E,"0,95%",1,IL,"0,95%",1,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,95%",1,NULOS,"0,95%",1,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,"Eucisia, Gouveia e Valverde",PS,"41,49%",78,PPD/PSD,"35,11%",66,CH,"10,11%",19,B.E.,"3,19%",6,PCP-PEV,"2,66%",5,CDS-PP,"2,13%",4,IL,"1,60%",3,PAN,"1,60%",3,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,06%",2,NULOS,"1,06%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Ferradosa e Sendim da Serra,PS,"50,68%",74,PPD/PSD,"36,99%",54,CH,"4,79%",7,B.E.,"2,05%",3,IL,"1,37%",2,CDS-PP,"0,68%",1,L,"0,68%",1,PCP-PEV,"0,68%",1,E,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,37%",2,NULOS,"0,68%",1,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Gebelim e Soeima,PS,"48,28%",84,PPD/PSD,"34,48%",60,CH,"5,75%",10,B.E.,"3,45%",6,PAN,"2,30%",4,PCP-PEV,"2,30%",4,CDS-PP,"1,72%",3,L,"0,57%",1,MPT,"0,57%",1,E,"0,00%",0,IL,"0,00%",0,MAS,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,57%",1,NULOS,"0,00%",0,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Parada e Sendim da Ribeira,PS,"44,44%",56,PPD/PSD,"32,54%",41,CH,"6,35%",8,B.E.,"5,56%",7,CDS-PP,"4,76%",6,PCP-PEV,"2,38%",3,IL,"1,59%",2,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,79%",1,NULOS,"1,59%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Pombal e Vales,PS,"43,33%",52,PPD/PSD,"40,83%",49,CH,"9,17%",11,B.E.,"0,83%",1,IL,"0,83%",1,PCP-PEV,"0,83%",1,R.I.R.,"0,83%",1,CDS-PP,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,EMBRANCO,"0,83%",1,NULOS,"2,50%",3,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Sambade,PPD/PSD,"45,38%",118,PS,"42,31%",110,CH,"5,77%",15,CDS-PP,"2,69%",7,IL,"1,54%",4,PCP-PEV,"0,77%",2,B.E.,"0,38%",1,PAN,"0,38%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,38%",1,NULOS,"0,38%",1,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Vilar Chão,PPD/PSD,"46,21%",67,PS,"40,69%",59,CH,"8,28%",12,B.E.,"1,38%",2,CDS-PP,"1,38%",2,IL,"0,69%",1,MPT,"0,69%",1,R.I.R.,"0,69%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,00%",0,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Vilarelhos,PS,"54,14%",98,PPD/PSD,"30,94%",56,CH,"7,73%",14,CDS-PP,"1,66%",3,PAN,"1,66%",3,IL,"1,10%",2,PCP-PEV,"1,10%",2,R.I.R.,"0,55%",1,B.E.,"0,00%",0,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"1,10%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Alfândega da Fé,Vilares de Vilariça,PS,"48,65%",54,PPD/PSD,"37,84%",42,CH,"6,31%",7,B.E.,"4,50%",5,E,"0,90%",1,PCP-PEV,"0,90%",1,CDS-PP,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,90%",1,NULOS,"0,00%",0,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Alfaião,PPD/PSD,"57,98%",69,PS,"35,29%",42,CH,"3,36%",4,B.E.,"0,84%",1,CDS-PP,"0,84%",1,E,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,68%",2,NULOS,"0,00%",0,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Aveleda e Rio de Onor,PS,"46,20%",73,PPD/PSD,"43,04%",68,IL,"4,43%",7,CH,"2,53%",4,B.E.,"1,27%",2,CDS-PP,"0,63%",1,PCP-PEV,"0,63%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,27%",2,NULOS,"0,00%",0,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Babe,PPD/PSD,"56,14%",64,PS,"32,46%",37,CH,"4,39%",5,B.E.,"1,75%",2,CDS-PP,"1,75%",2,IL,"1,75%",2,PCP-PEV,"0,88%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,88%",1,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Baçal,PPD/PSD,"44,37%",126,PS,"34,86%",99,CH,"8,45%",24,IL,"3,52%",10,B.E.,"2,46%",7,CDS-PP,"2,11%",6,PCP-PEV,"0,70%",2,L,"0,35%",1,MPT,"0,35%",1,PAN,"0,35%",1,E,"0,00%",0,MAS,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,76%",5,NULOS,"0,70%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Carragosa,PPD/PSD,"46,53%",47,PS,"36,63%",37,CH,"7,92%",8,CDS-PP,"1,98%",2,IL,"1,98%",2,PCP-PEV,"1,98%",2,B.E.,"0,99%",1,MAS,"0,99%",1,E,"0,00%",0,L,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,99%",1,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Castrelos e Carrazedo,PPD/PSD,"54,33%",69,PS,"25,98%",33,CH,"10,24%",13,PCP-PEV,"2,36%",3,CDS-PP,"1,57%",2,B.E.,"0,79%",1,IL,"0,79%",1,R.I.R.,"0,79%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,EMBRANCO,"1,57%",2,NULOS,"1,57%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Castro de Avelãs,PPD/PSD,"42,71%",85,PS,"36,68%",73,CH,"8,54%",17,PCP-PEV,"2,51%",5,B.E.,"2,01%",4,IL,"1,51%",3,CDS-PP,"1,01%",2,PAN,"0,50%",1,R.I.R.,"0,50%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,EMBRANCO,"1,01%",2,NULOS,"3,02%",6,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Coelhoso,PPD/PSD,"54,76%",92,PS,"35,12%",59,CH,"4,17%",7,B.E.,"1,19%",2,CDS-PP,"1,19%",2,E,"0,60%",1,IL,"0,60%",1,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,60%",1,NULOS,"1,79%",3,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Donai,PPD/PSD,"44,21%",103,PS,"35,62%",83,CH,"5,58%",13,IL,"3,00%",7,L,"2,15%",5,B.E.,"1,29%",3,CDS-PP,"1,29%",3,PCP-PEV,"0,86%",2,MAS,"0,43%",1,R.I.R.,"0,43%",1,E,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,EMBRANCO,"4,29%",10,NULOS,"0,86%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Espinhosela,PS,"47,74%",74,PPD/PSD,"41,94%",65,CH,"7,74%",12,B.E.,"0,65%",1,CDS-PP,"0,65%",1,PCP-PEV,"0,65%",1,E,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"0,65%",1,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,França,PS,"48,48%",64,PPD/PSD,"37,12%",49,CH,"5,30%",7,B.E.,"3,79%",5,CDS-PP,"2,27%",3,IL,"0,76%",1,PAN,"0,76%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"0,00%",0,NULOS,"1,52%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Gimonde,PS,"45,74%",86,PPD/PSD,"35,64%",67,CH,"9,57%",18,B.E.,"2,13%",4,IL,"2,13%",4,PAN,"1,60%",3,CDS-PP,"0,53%",1,R.I.R.,"0,53%",1,E,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PCP-PEV,"0,00%",0,EMBRANCO,"1,06%",2,NULOS,"1,06%",2,,,,,,,,,,,,,,,,,,,,,
Bragança,Bragança,Gondesende,PPD/PSD,"46,15%",36,PS,"39,74%",31,CH,"8,97%",7,CDS-PP,"2,56%",2,PCP-PEV,"1,28%",1,B.E.,"0,00%",0,E,"0,00%",0,IL,"0,00%",0,L,"0,00%",0,MAS,"0,00%",0,MPT,"0,00%",0,PAN,"0,00%",0,R.I.R.,"0,00%",0,EMBRANCO,"1,28%",1,NULOS,"0,00%",0,,,,,,,,,,,,,,,,,,,,,
